|film_id|category_id|title                      |category   |rating|release_year|rental_rate|last_update|
|883    |3          |TEQUILA PAST               |Children   |PG    |2006        |1.99       |2023-08-24 |
|884    |12         |TERMINATOR CLUB            |Music      |R     |2006        |4.99       |2006-02-15 |
|885    |11         |TEXAS WATCH                |Horror     |NC-17 |2006        |0.99       |2006-02-15 |
|886    |2          |THEORY MERMAID             |Animation  |PG-13 |2006        |0.99       |2006-02-15 |
|887    |2          |THIEF PELICAN              |Animation  |PG-13 |2006        |4.99       |2006-02-15 |
|888    |6          |THIN SAGEBRUSH             |Documentary|PG-13 |2006        |4.99       |2006-02-15 |
|889    |3          |TIES HUNGER                |Children   |R     |2006        |4.99       |2006-02-15 |
|890    |15         |TIGHTS DAWN                |Sports     |R     |2006        |0.99       |2006-02-15 |
|891    |4          |TIMBERLAND SKY             |Classics   |G     |2006        |0.99       |2006-02-15 |
|892    |2          |TITANIC BOONDOCK           |Animation  |R     |2006        |4.99       |2006-02-15 |
|893    |14         |TITANS JERK                |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|894    |16         |TOMATOES HELLFIGHTERS      |Travel     |PG    |2006        |1.99       |2023-08-24 |
|895    |4          |TOMORROW HUSTLER           |Classics   |R     |2006        |2.99       |2006-02-15 |
|896    |3          |TOOTSIE PILOT              |Children   |PG    |2006        |1.99       |2023-08-24 |
|897    |7          |TORQUE BOUND               |Drama      |G     |2006        |4.99       |2006-02-15 |
|898    |15         |TOURIST PELICAN            |Sports     |PG-13 |2006        |4.99       |2006-02-15 |
|899    |4          |TOWERS HURRICANE           |Classics   |NC-17 |2006        |0.99       |2006-02-15 |
|900    |9          |TOWN ARK                   |Foreign    |R     |2006        |2.99       |2006-02-15 |
|901    |2          |TRACY CIDER                |Animation  |G     |2006        |0.99       |2006-02-15 |
|902    |15         |TRADING PINOCCHIO          |Sports     |PG    |2006        |1.99       |2023-08-24 |
|903    |16         |TRAFFIC HOBBIT             |Travel     |G     |2006        |4.99       |2006-02-15 |
|904    |11         |TRAIN BUNCH                |Horror     |R     |2006        |4.99       |2006-02-15 |
|905    |5          |TRAINSPOTTING STRANGERS    |Comedy     |PG-13 |2006        |4.99       |2006-02-15 |
|906    |5          |TRAMP OTHERS               |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|907    |7          |TRANSLATION SUMMER         |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
|908    |9          |TRAP GUYS                  |Foreign    |G     |2006        |4.99       |2006-02-15 |
|909    |11         |TREASURE COMMAND           |Horror     |PG-13 |2006        |0.99       |2006-02-15 |
|910    |7          |TREATMENT JEKYLL           |Drama      |PG    |2006        |1.99       |2023-08-24 |
|911    |1          |TRIP NEWTON                |Action     |PG-13 |2006        |4.99       |2006-02-15 |
|912    |14         |TROJAN TOMORROW            |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|913    |13         |TROOPERS METAL             |New        |R     |2006        |0.99       |2006-02-15 |
|914    |16         |TROUBLE DATE               |Travel     |PG    |2006        |1.99       |2023-08-24 |
|915    |1          |TRUMAN CRAZY               |Action     |G     |2006        |4.99       |2006-02-15 |
|916    |2          |TURN STAR                  |Animation  |G     |2006        |2.99       |2006-02-15 |
|917    |15         |TUXEDO MILE                |Sports     |R     |2006        |2.99       |2006-02-15 |
|918    |3          |TWISTED PIRATES            |Children   |PG    |2006        |1.99       |2023-08-24 |
|919    |10         |TYCOON GATHERING           |Games      |G     |2006        |4.99       |2006-02-15 |
|920    |13         |UNBREAKABLE KARATE         |New        |G     |2006        |0.99       |2006-02-15 |
|921    |12         |UNCUT SUICIDES             |Music      |PG-13 |2006        |2.99       |2006-02-15 |
|922    |11         |UNDEFEATED DALMATIONS      |Horror     |PG-13 |2006        |4.99       |2006-02-15 |
|923    |7          |UNFAITHFUL KILL            |Drama      |R     |2006        |2.99       |2006-02-15 |
|924    |14         |UNFORGIVEN ZOOLANDER       |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|925    |6          |UNITED PILOT               |Documentary|R     |2006        |0.99       |2006-02-15 |
|926    |6          |UNTOUCHABLES SUNRISE       |Documentary|NC-17 |2006        |2.99       |2006-02-15 |
|927    |1          |UPRISING UPTOWN            |Action     |NC-17 |2006        |2.99       |2006-02-15 |
|928    |3          |UPTOWN YOUNG               |Children   |PG    |2006        |1.99       |2023-08-24 |
|929    |9          |USUAL UNTOUCHABLES         |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|930    |14         |VACATION BOONDOCK          |Sci-Fi     |R     |2006        |2.99       |2006-02-15 |
|931    |16         |VALENTINE VANISHING        |Travel     |PG-13 |2006        |0.99       |2006-02-15 |
|932    |5          |VALLEY PACKER              |Comedy     |G     |2006        |0.99       |2006-02-15 |
|933    |13         |VAMPIRE WHALE              |New        |NC-17 |2006        |4.99       |2006-02-15 |
|934    |10         |VANILLA DAY                |Games      |NC-17 |2006        |4.99       |2006-02-15 |
|935    |13         |VANISHED GARDEN            |New        |R     |2006        |0.99       |2006-02-15 |
|936    |12         |VANISHING ROCKY            |Music      |NC-17 |2006        |2.99       |2006-02-15 |
|937    |13         |VARSITY TRIP               |New        |NC-17 |2006        |2.99       |2006-02-15 |
|938    |5          |VELVET TERMINATOR          |Comedy     |R     |2006        |4.99       |2006-02-15 |
|939    |5          |VERTIGO NORTHWEST          |Comedy     |R     |2006        |2.99       |2006-02-15 |
|940    |15         |VICTORY ACADEMY            |Sports     |PG-13 |2006        |0.99       |2006-02-15 |
|941    |10         |VIDEOTAPE ARSENIC          |Games      |NC-17 |2006        |4.99       |2006-02-15 |
|942    |7          |VIETNAM SMOOCHY            |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
|943    |6          |VILLAIN DESPERATE          |Documentary|PG-13 |2006        |4.99       |2006-02-15 |
|944    |7          |VIRGIN DAISY               |Drama      |PG-13 |2006        |4.99       |2006-02-15 |
|945    |6          |VIRGINIAN PLUTO            |Documentary|R     |2006        |0.99       |2006-02-15 |
|946    |8          |VIRTUAL SPOILERS           |Family     |NC-17 |2006        |4.99       |2006-02-15 |
|947    |9          |VISION TORQUE              |Foreign    |PG-13 |2006        |0.99       |2006-02-15 |
|948    |13         |VOICE PEACH                |New        |PG-13 |2006        |0.99       |2006-02-15 |
|949    |10         |VOLCANO TEXAS              |Games      |NC-17 |2006        |0.99       |2006-02-15 |
|950    |4          |VOLUME HOUSE               |Classics   |PG    |2006        |1.99       |2023-08-24 |
|951    |4          |VOYAGE LEGALLY             |Classics   |PG-13 |2006        |0.99       |2006-02-15 |
|952    |6          |WAGON JAWS                 |Documentary|PG    |2006        |1.99       |2023-08-24 |
|953    |2          |WAIT CIDER                 |Animation  |PG-13 |2006        |0.99       |2006-02-15 |
|954    |13         |WAKE JAWS                  |New        |G     |2006        |4.99       |2006-02-15 |
|955    |3          |WALLS ARTIST               |Children   |PG    |2006        |1.99       |2023-08-24 |
|956    |10         |WANDA CHAMBER              |Games      |PG-13 |2006        |4.99       |2006-02-15 |
|957    |9          |WAR NOTTING                |Foreign    |G     |2006        |4.99       |2006-02-15 |
|958    |7          |WARDROBE PHANTOM           |Drama      |G     |2006        |2.99       |2006-02-15 |
|959    |3          |WARLOCK WEREWOLF           |Children   |G     |2006        |2.99       |2006-02-15 |
|960    |6          |WARS PLUTO                 |Documentary|G     |2006        |2.99       |2006-02-15 |
|961    |9          |WASH HEAVENLY              |Foreign    |R     |2006        |4.99       |2006-02-15 |
|962    |4          |WASTELAND DIVINE           |Classics   |PG    |2006        |1.99       |2023-08-24 |
|963    |2          |WATCH TRACY                |Animation  |PG    |2006        |1.99       |2023-08-24 |
|964    |1          |WATERFRONT DELIVERANCE     |Action     |G     |2006        |4.99       |2006-02-15 |
|965    |11         |WATERSHIP FRONTIER         |Horror     |G     |2006        |0.99       |2006-02-15 |
|966    |6          |WEDDING APOLLO             |Documentary|PG    |2006        |1.99       |2023-08-24 |
|967    |14         |WEEKEND PERSONAL           |Sci-Fi     |R     |2006        |2.99       |2006-02-15 |
|968    |1          |WEREWOLF LOLA              |Action     |G     |2006        |4.99       |2006-02-15 |
|969    |7          |WEST LION                  |Drama      |G     |2006        |4.99       |2006-02-15 |
|970    |4          |WESTWARD SEABISCUIT        |Classics   |NC-17 |2006        |0.99       |2006-02-15 |
|971    |9          |WHALE BIKINI               |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|972    |14         |WHISPERER GIANT            |Sci-Fi     |PG-13 |2006        |4.99       |2006-02-15 |
|973    |6          |WIFE TURN                  |Documentary|NC-17 |2006        |4.99       |2006-02-15 |
|974    |13         |WILD APOLLO                |New        |R     |2006        |0.99       |2006-02-15 |
|975    |8          |WILLOW TRACY               |Family     |R     |2006        |2.99       |2006-02-15 |
|976    |10         |WIND PHANTOM               |Games      |R     |2006        |0.99       |2006-02-15 |
|977    |16         |WINDOW SIDE                |Travel     |R     |2006        |2.99       |2006-02-15 |
|978    |5          |WISDOM WORKER              |Comedy     |R     |2006        |0.99       |2006-02-15 |
|979    |7          |WITCHES PANIC              |Drama      |NC-17 |2006        |4.99       |2006-02-15 |
|980    |12         |WIZARD COLDBLOODED         |Music      |PG    |2006        |1.99       |2023-08-24 |
|981    |16         |WOLVES DESIRE              |Travel     |NC-17 |2006        |0.99       |2006-02-15 |
|982    |1          |WOMEN DORADO               |Action     |R     |2006        |0.99       |2006-02-15 |
|983    |12         |WON DARES                  |Music      |PG    |2006        |1.99       |2023-08-24 |
|984    |9          |WONDERFUL DROP             |Foreign    |NC-17 |2006        |2.99       |2006-02-15 |
|985    |14         |WONDERLAND CHRISTMAS       |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|986    |2          |WONKA SEA                  |Animation  |NC-17 |2006        |2.99       |2006-02-15 |
|987    |12         |WORDS HUNTER               |Music      |PG    |2006        |1.99       |2023-08-24 |
|988    |16         |WORKER TARZAN              |Travel     |R     |2006        |2.99       |2006-02-15 |
|989    |16         |WORKING MICROCOSMOS        |Travel     |R     |2006        |4.99       |2006-02-15 |
|990    |11         |WORLD LEATHERNECKS         |Horror     |PG-13 |2006        |0.99       |2006-02-15 |
|991    |1          |WORST BANGER               |Action     |PG    |2006        |1.99       |2023-08-24 |
|992    |6          |WRATH MILE                 |Documentary|NC-17 |2006        |0.99       |2006-02-15 |
|993    |3          |WRONG BEHAVIOR             |Children   |PG-13 |2006        |2.99       |2006-02-15 |
|994    |13         |WYOMING STORM              |New        |PG-13 |2006        |4.99       |2006-02-15 |
|995    |11         |YENTL IDAHO                |Horror     |R     |2006        |4.99       |2006-02-15 |
|996    |6          |YOUNG LANGUAGE             |Documentary|G     |2006        |0.99       |2006-02-15 |
|997    |12         |YOUTH KICK                 |Music      |NC-17 |2006        |0.99       |2006-02-15 |
|998    |11         |ZHIVAGO CORE               |Horror     |NC-17 |2006        |0.99       |2006-02-15 |
|999    |3          |ZOOLANDER FICTION          |Children   |R     |2006        |2.99       |2006-02-15 |
|1,000  |5          |ZORRO ARK                  |Comedy     |NC-17 |2006        |4.99       |2006-02-15 |
